title,part_of_speech,definition,current_etymology
կազմալուծուիլ,verb,"['To be dismantled or broken up (of an organization); to be disorganized, dissolved, undermined; To ",
կազմախօսութիւն,noun,"['anatomy; the science that studies the structure of organic bodies (animals and plants), particular",
կազմակերպական,adjective,['organizational.'],
կազմակերպութիւն,noun,"['organization, formation, arrangement, structure, constitution, form, conformation.']",
կազմակերպուիլ,verb,"['to be organized, formed, fashioned, constructed.']",
կազմակերպումն,noun,"['organization, organizing; the act of organizing or being organized.']",
կազմաւորել,verb,"['to organize, to form, to structure; to create structure, to assemble or shape something purposeful",
կազմաւորուիլ,verb,"['to be formed, to be organized, to take shape; to take form or structure; to be organized or consti",
կազմաւորումն,noun,"['formation, shaping.']",
կազմուածք,noun,"['construction, mechanism, formation, figure, organism, nature, character, temperament.']",
կազմութիւն,noun,"['construction, organization; order, mechanism, constitution, formation, structure, composition, pre",
կաթողիկոսարան,noun,"['the house of the catholicos, patriarchal seat or residence.']",
կաթողիկոսութիւն,noun,['catholicosate.'],
կալանաւորել,verb,"['To place under arrest, to detain, to deprive of freedom, to apprehend.']",
կախակայել,verb,['To suspend temporarily; to halt; to discontinue; To leave in an indeterminate state; to put on hol,
կախարդականօրէն,adverb,"['in a magical way, magically.']",
կախարդանք,noun,"['magic, enchantment, bewitchment, fascination.']",
կախարդութիւն,noun,"['sorcery, witchery, magic, witchcraft, spell, theurgy, charm, enchantment, fascination.']",
կախարդուիլ,verb,"['to be enchanted, bewitched, or mesmerized; to fall under a magical or irresistible spell; to be ch",
կահաւորել,verb,"['to furnish, to ornament, to trim, to garnish.']",
կահաւորումն,noun,"['the act of furnishing; furniture, suite of furniture.']",
կամակատարութիւն,noun,['The state of being an executor of another’s will; the act of carrying out another person’s wishes;,
կամայական,adjective,"['arbitrary, voluntary, willful, deliberate.']",
կամայականութիւն,noun,"['caprice, whim.']",
կամայականօրէն,adverb,['arbitrarily.'],
կամաւորական,adjective,"['volunteer, pertaining to volunteers.']",
կայունանալ,verb,"['to become or grow stable, firm, constant, to stabilize; to become permanent, lasting, fixed.']",
կայունութիւն,noun,"['stability, permanence; durability, firmness; immanence, immanency.']",
կայսրութիւն,noun,"['empire, kaiserdom.']",
կանխահասօրէն,adverb,"['precociously, prematurely, ahead of time, early.']",
կանոնաւորաբար,adverb,"['regularly, punctually, methodically.']",
կանոնաւորել,verb,"['to regulate, to put in order, to standardize.']",
կանոնաւորութիւն,noun,"['regularity, regulation, putting in order.']",
կաշկանդուիլ,verb,"['to be bound; to be impeded, constricted, constrained.']",
կաշկանդումն,noun,['garrotting; close constriction.'],
կապակցութիւն,noun,"['connection, bond, joint, conjunction, relation, chain, union.']",
կառախումբ,noun,['train.'],
կառավարական,adjective,['governmental.'],
կառավարութիւն,noun,['government.'],
կառուցուածք,noun,"['building, edifice; mode or way of building.']",
կառուցուիլ,verb,"['to be constructed, to be built, to be erected, to be fabricated.']",
կառուցումն,noun,"['establishment, construction, building, making, masonry.']",
կատակաբանութիւն,noun,"['facetiousness, pleasantry, joking.']",
կատակերգութիւն,noun,['comedy.'],
կատաղաբար,adverb,"['furiously, madly, desperately, frantically.']",
կատաղութիւն,noun,"['fury, rage.']",
կատաղօրէն,adverb,['Furiously; violently; fiercely.'],
կատարելագործութիւն,noun,"['perfection, improvement; perfectness.']",
կատարելագործումն,noun,"['amelioration, improvement.']",
կատարելապէս,adverb,"['perfectly, entirely, completely, up to the eyes.']",
կատարելութիւն,noun,"['perfection, perfectness, integrity.']",
կատարուիլ,verb,['to happen; to be accomplished.'],
կատարումն,noun,"['accomplishment, completion, term, execution, performance, conclusion, end, achievement.']",
կարգադրութիւն,noun,['arrangement.'],
կարգապահութիւն,noun,['regularity; discipline.'],
կարգաւորել,verb,"['to regulate, to set in order, to array, to arrange; to dispose.']",
կարգաւորումն,noun,['adjustment; arrangement.'],
կարդացուիլ,verb,['to be read.'],
կարելիութիւն,noun,['possibility.'],
կարեկցութիւն,noun,"['compassion, pity.']",
կարեւորութիւն,noun,['importance.'],
կարծեցեալ,adjective,"['thought, supposed, presumed, assumed, imagined; refers to something that is believed, assumed, or ",
կարծրանալ,verb,"['to harden, to stiffen, to become hard, to grow hard or tough, to indurate.']",
կարծրութիւն,noun,"['hardness, firmness, toughness, stiffness.']",
կարկառուն,adjective,"['remarkable, notable, striking.']",
կարճատեսութիւն,noun,"['short-sightedness, myopy, nearsightedness.']",
կարողութիւն,noun,"['power, wealth, authority, might, strength, force, faculty, capacity, ability; competence.']",
կացութիւն,noun,"['state; position, condition, case, circumstances, situation.']",
կեդրոնանալ,verb,"[""to focus all one's attention on a particular object or activity, to concentrate; to be gathered to",
կեդրոնացնել,verb,"['to concentrate, to centralize.']",
կեղեքումն,noun,"['violence, oppression, vexation, rending, tearing, laceration, extortion.']",
կեղծաւորութիւն,noun,"['the quality or state of being hypocritical, insincere, dishonest; the characteristic of a hypocrit",
կենդանական,adjective,"['vital, animal, vivific, living; relating to or characteristic of animals.']",
կենդանացնել,verb,"['to vivify, to give life to, to inspirit, to revive, to animate, to quicken.']",
կենդանութիւն,noun,"['life, vitality; vivacity, animation, liveliness, animality, lifetime, health: bloom.']",
կենսագործել,verb,"['to create, to realize, to bring to life.']",
կենսագործումն,noun,"['realization, fulfillment, execution, bringing to life.']",
կենսագրութիւն,noun,['biography.'],
կենսունակութիւն,noun,"['vitality, resilience.']",
կենցաղային,adjective,"['pertaining to lifestyle, daily life; pertaining to the household.']",
կերուխում,noun,"['eating and drinking, feasting, junketing, good living, good cheer, revelry.']",
կերպարանափոխ,adjective,"['transformed, metamorphosed, altered, transfigured; having changed form or appearance; taking on a ",
կերպարանափոխել,verb,"['to transform, to transfigure, to alter, to change form; to change the appearance or form of someth",
կերպարանափոխութիւն,noun,"['transformation, transfiguration, metamorphosis; the act of transformation, a change in appearance ",
կերպարանափոխուիլ,verb,"['to be transformed, transfigured, altered, to be changed in form.']",
կերպարանափոխումն,noun,"['transformation, metamorphosis, transfiguration; the process of changing form or appearance; acquir",
կերպարուեստ,noun,"['plastics; plastic arts, art forms involving the creation of three-dimensional objects, such as scu",
կերտուածք,noun,"['fabric, construction; edifice.']",
կեցութիւն,noun,"['life, existence; lifestyle; stay, visit, stopover.']",
կէտադրութիւն,noun,['punctuation.'],
կիկլոպեան,adjective,"['Cyclopean, relating to or characteristic of the Cyclopes; constructed by Cyclopes.']",
կիտադրութիւն,noun,['punctuation.'],
կիրակնօրեայ,adjective,['relating to or occurring on Sunday.'],
կիրառութիւն,noun,"['use, using, handling; practice; employment, application.']",
կիրարկուիլ,verb,"['to be employed, used, made use of, put in use, to be applied, executed.']",
կիրարկումն,noun,"['employment, use, usage, application.']",
կլիմայական,adjective,['climatic.'],
կոթողական,adjective,['having the quality of a monument in the figurative sense; something that immortalizes one’s name; ,
կողկողանք,noun,"['groaning, lamentation, tears, complaint, whining, shriek.']",
կողմնակից,noun,"['someone who takes another’s side; an ally, supporter, associate, or party member.']",
կողմնորոշումն,noun,['orientation.'],
կոմիտասեան,adjective,"['Komitasian, relating to Komitas, composed by Komitas.']",
կոտորակումն,noun,['fractionation.'],
կործանարար,adjective,"['destructive, ruinous, devastating, scathing.']",
կործանուիլ,verb,"['to fall down, to be overset, to be ruined, to be destroyed.']",
կործանումն,noun,"['destruction, ruin.']",
կուսակցական,noun,['pertaining or relating to a (political) party; belonging to any party; a member of a political par,
կուսակցութիւն,noun,"['party, side; favour; political party.']",
կուտակուիլ,verb,"['to be heaped up, accumulated, piled, swelled, gathered, amassed, heaved.']",
կուտակումն,noun,"['heap, pile, accumulation, mass.']",
կրթութիւն,noun,"['education, exercise, instruction, training.']",
կրկնապատկուիլ,verb,"['to be doubled, duplicated.']",
կրկնութիւն,noun,"['repetition, redoubling, reiteration, increase.']",
կրճատումն,noun,"['elision, omission, abridgment, abbreviation, contraction, curtailment, syncope; castration.']",
հազարամեակ,noun,"['millenary, millennium.']",
հազարամեայ,adjective,"['a thousand years old, a thousand years in existence, millenary.']",
հազուագիւտ,noun,"['rare, uncommon, unusual, scarce, precious, excellent; something that is rare, uncommon.']",
հազուադէպ,adjective,"['rarely happening, rarely occurring, rare, uncommon, unusual.']",
հալածուիլ,verb,"['to be persecuted, pursued, expelled, chased, hunted.']",
հակադրութիւն,noun,"['antithesis, contrast, opposition.']",
հակադրուիլ,verb,"['to be contrasted, to oppose, to be set against.']",
հակադրումն,noun,"['contrast, opposition, confrontation.']",
հակազդեցութիւն,noun,"['reaction, reverse action.']",
հակաթուրք,adjective,"['anti-turkish, anti-turk.']",
հակակրութիւն,noun,"['antipathy, repugnance, averseness, disinclination; allergy.']",
հակահարուած,noun,"['counterstrike, counterblow, contrecoup.']",
հակաճառել,verb,['to oppose or argue against what someone has said; to object to what someone has said merely with t,
հակաճառութիւն,noun,"['contradiction, controversy, discussion, argument; contradicting, opposing, or arguing against what",
հակամարտութիւն,noun,"['antagonism, opposition, conflict.']",
հակայարձակումն,noun,['Counterattack — an attack launched against an enemy in order to repel or drive back their assault.,
հակառակորդ,noun,"['opponent, adversary, rival, contending, hostile, contrary, antagonist; enemy.']",
հակառակութիւն,noun,"['opposition, contrarity, resistance, contradiction, contestation, aversion, contrariety, adversity,",
հակասութիւն,noun,['contradiction.'],
հաղորդագրութիւն,noun,"['informative letter, information, communication.']",
հաղորդականութիւն,noun,"['conductance, conductivity; communicableness.']",
հաղորդակցութիւն,noun,"['communication, correspondence, participation: copartnership.']",
հաղորդութիւն,noun,"['Communion, Holy Communion, sacrament, communication, connexion, participation; correspondence, int",
հաղորդուիլ,verb,['To be joined or included in; to participate in; to become a part of something; To be informed; to ,
հաղորդումն,noun,"['conduction, impartment; communication, broadcast, show.']",
հաճելիութիւն,noun,"['the quality of being pleasant, agreeable, enjoyable, or lovable.']",
հաճոյակատարութիւն,noun,"['complaisance, compliance, good nature, obligingness; appeasement, accommodation.']",
հաճոյանալ,verb,"['To become pleasing, to be agreeable, to appeal to, to please, to become beloved; To feel pleasure,",
հաճոյապաշտութիւն,noun,['hedonism.'],
հաճութիւն,noun,"['pleasing, pleasure, consent, liking, accord, desire, agreement, satisfaction, approval, approbatio",
համագործակցութիւն,noun,['cooperation.'],
համադրութիւն,noun,"['coincidence, synthesis, homology.']",
համադրուիլ,verb,"['to be juxtaposed, compared, synthetized, united.']",
համազօրութիւն,noun,['Equivalence; equality of strength or force; parity.'],
համաժողովրդական,noun,"['General, nationwide, pertaining to the entire people; belonging to or involving the whole nation.'",
համալսարանական,adjective,"['of the university, universitary, belonging to the university; university student.']",
համախմբուիլ,verb,['To be gathered together into one group or place; to be assembled; to be united into a single body.,
համախոհութիւն,noun,"['unanimity, accord, harmony, alliance; league; good understanding, intelligence.']",
համախումբ,adjective,"['Gathered together; assembled; grouped in one place; Together, in a body; as a united group / in as",
համակարգութիւն,noun,"['coordination, series.']",
համակերպիլ,verb,"[""to conform to, to resign one's self, to comply with, to submit; to accommodate oneself.""]",
համակերպութիւն,noun,['Uniformity; sameness; homogeneity; Order or arrangement adapted to circumstances; organization; co,
համակեցութիւն,noun,"['cohabitation, coexistence.']",
համակրական,adjective,"['sympathetic, sympathetical, consensual.']",
համակրութիւն,noun,"['sympathy, friendly affection, interest, liking.']",
համաձայնիլ,verb,"['to agree, to suit, to accord, to conform with, to concord with, to conform.']",
համաձայնութիւն,noun,"['agreement, accord, settlement, good understanding; syntax.']",
համայնապատկեր,noun,['panorama.'],
համայնավար,adjective,['communist.'],
համայնավարութիւն,noun,['communism.'],
համաչափութիւն,noun,"['symmetry, commensurability, equality.']",
համապատկեր,noun,"['panorama, scheme.']",
համառօտագրել,verb,"['to sum up, to give a summary of, to abstract.']",
համառօտել,verb,"['to abbreviate, to shorten, to abridge, to resume, to sum up, to give a summary of.']",
համառօտիւ,adverb,"['In brief words, briefly, in short, short and to the point, in the shortest way possible.']",
համասփռել,verb,['to spread everywhere.'],
համարձակիլ,verb,"['to dare, to adventure, to venture, to grow bold, to take the liberty of.']",
համարձակութիւն,noun,"['frankness, liberty, courage, boldness, forwardness, hardiness, fearlessness; authorization; audaci",
համարուիլ,verb,"['to be reputed, deemed, looked upon as, thought of as, to be considered.']",
համարումն,noun,"['esteem, estimation, reputation, respectability, value, credit, trust; consideration.']",
համբաւաւոր,adjective,"['Renowned, widely known; Famous, distinguished, celebrated.']",
համբաւեալ,adjective,"['reputable, celebrated, well known, esteemed.']",
համբերութիւն,noun,"['patience, tolerance, endurance.']",
համեմատութիւն,noun,"['comparison, proportion, analogy, relation, adjustment, harmony, confront, symmetry, rate, conformi",
համեստութիւն,noun,"['humility, modesty, decency, moderation.']",
համերաշխութիւն,noun,"['solidarity, joint liability, mutual responsibility.']",
համերաշխօրէն,adverb,"['in solidarity, cohesively, in harmony, in unity, in agreement, together.']",
համընդհանուր,adjective,"['relating to or characteristic of the whole, the entirety, or everyone; common, public, universal, ",
համոզուիլ,verb,"['to become persuaded; to be convinced, to believe, to feel.']",
համոզումն,noun,['Conviction; belief; firm confidence based on evident facts and sound reasoning.'],
հայագիտութիւն,noun,"['Armenology, Armenian studies.']",
հայադրոշմ,adjective,"['bearing an Armenian seal, distinctly Armenian; carrying a distinctly Armenian stamp, seal, or char",
հայակերտումն,noun,['educating Armenians with a sense of Armenianness.'],
հայաշունչ,adjective,['having or containing the Armenian spirit.'],
հայապահպանումն,noun,['the preservation of Armenian identity.'],
հայաստանեան,adjective,['Armenian (of Armenia); specific to or relating to Armenia.'],
հայացումն,noun,"['Armenianization, the process of making or becoming Armenian; The act of translating from a foreign",
հայթայթուիլ,verb,"['To be devised, fabricated, or concocted; To be obtained; to be procured; to be secured by means or",
հայկականութիւն,noun,"['Armenianness, the qualities of being Armenian.']",
հայհոյութիւն,noun,"['blaspheming, blasphemy, gross insult, outrage; swearing, profanity, curse, abuse, slander.']",
հայութիւն,noun,"['Armenians, the Armenian race, nation; Armenian nationality; the Armenian population, community.']",
հայրենաբաղձութիւն,noun,"[""nostalgia towards one's homeland.""]",
հայրենադարձ,noun,"['having returned to the homeland; repatriated, immigrated, or immigrating; repatriate; the act of r",
հայրենադարձութիւն,noun,"['repatriation, the return of someone to their own country.']",
հայրենական,adjective,"['paternal, patrimonial.']",
հայրենանուէր,adjective,"[""devoted to one's country.""]",
հայրենաշունչ,adjective,"['filled with the spirit of the fatherland, with a patriotic or nationalistic spirit.']",
հայրենասէր,noun,['patriot.'],
հայրենասիրութիւն,noun,"[""patriotism, love of one's country.""]",
հայրենատիրութիւն,noun,"[""guardianship, stewardship of one's homeland.""]",
հայրենաւանդ,adjective,"['hereditary, ancestral.']",
հանապազօրեայ,adjective,"['daily, quotidian.']",
հանգամանօրէն,adverb,"['circumstantially, in detail, particularly, scrupulously.']",
հանգանակութիւն,noun,"['contribution, subscription, share, quota, reckoning.']",
հանգստաւէտ,adjective,"['easy, comfortable, peaceable, quiet, very convenient, very comfortable, commodious, cozy, homy, ho",
հանգստաւէտութիւն,noun,"['comfort, comfortableness, coziness, leisure.']",
հանգստութիւն,noun,"['rest, easiness, comforts, ease, convenience, repose, quiet, peace, tranquility.']",
հանգրուան,noun,"['stay, place of rest, base; wet-dock, hamlet, dwelling, platform; terminus, lodging, abode; stage.'",
հանդարտեցնել,verb,"['to tranquilize, to still, to quiet, to appease, to soften, to pacify, to set at ease, to comfort, ",
հանդարտիլ,verb,"['to become calm, tranquil, to be quiet, to subside.']",
հանդարտութիւն,noun,"['tranquility, repose, calmness; phlegm, coolness, stillness; quietness, quiet, peace.']",
հանդերձարան,noun,['A dressing room; a room where clothes are kept or where people get dressed.'],
հանդիպումն,noun,"['meeting, happening, coincidence, encounter; occurrence; hit.']",
հանդիսաւոր,adjective,"['ceremonious, solemn; public, performed publicly; celebrated; magnificent, fancy, gorgeous, splendi",
հանդիսաւորապէս,adverb,"['solemnly, pompously, gloriously.']",
հանդիսաւորութիւն,noun,"['ceremony, solemn performance; ceremoniousness; seriousness, solemnness; pomp, glory.']",
հանդիսութիւն,noun,"['event, ceremony.']",
հանդուրժողութիւն,noun,['tolerance.'],
հանրածանօթ,adjective,"['familiar or known to all, well-known, notable, eminent, famous, notorious.']",
հանրահռչակ,adjective,"['celebrated everywhere, celebrated, notable, eminent, well-known, famous.']",
հանրայայտ,adjective,"['known to the public, universally known, known to everyone.']",
հանրապետութիւն,noun,"['republic, commonwealth.']",
հանրութիւն,noun,['public; community.'],
հանրօգուտ,adjective,"['useful to all, of public benefit, utility, use.']",
հաշուապահութիւն,noun,"['bookkeeping, accountancy, accounting.']",
հաշուետուութիւն,noun,['Accountability; reporting; the act of giving an account and presenting accounts for examination an,
հաշտութիւն,noun,"['conciliation, reconcilement, propitiation, peace, arrangement.']",
հասարակութիւն,noun,['community; public.'],
հասկացողութիւն,noun,"['understanding, intellect, intelligence, comprehension, perception; agreement.']",
հասկցուիլ,verb,['to understand each other; to be understood.'],
հասութաբեր,adjective,"['Profitable, yielding income, productive.']",
հասուննալ,verb,['To become ripe or mature (in all senses).'],
հասունութիւն,noun,"['ripeness, matureness, maturation, full age.']",
հասունցնել,verb,"['to make ripe; to develop, to maturate.']",
հաստատամտութիւն,noun,"['resolvedness, sturdiness.']",
հաստատապէս,adverb,"['firmly, certainly, positively, decidedly.']",
հաստատութիւն,noun,['firmness; affirmation; institution; establishment.'],
հաստատուիլ,verb,"['to establish oneself, to settle down, to be confirmed, to be founded; to become strong, firm, fast",
հաստատումն,noun,"['affirmation, assertion, consolidation.']",
հաստատօրէն,adverb,"['firmly, consistently, categorically, constantly.']",
հատուցումն,noun,"['reward, payment, reimbursement, recompense, gift, compensation, indemnity, renumeration, offering,",
հարազատութիւն,noun,"['legitimacy, fraternity.']",
հարաւային,adjective,"['southern, austral, meridional.']",
հարթութիւն,noun,"['levelness, smoothness, evenness, flatness, level, smoothing, equality.']",
հարիւրամեակ,noun,"['a hundred years standing, centenary; a 100-year period.']",
հարկադրաբար,adverb,"['forcibly, enforcively, involuntarily.']",
հարկադրանք,noun,"['obligation, necessitation, constraint.']",
հարկադրիչ,adjective,"['coercive, compulsory, compulsive, enforcive, obligatory.']",
հարկադրուիլ,verb,"['to be obliged, obligated, forced, necessitated, constrained, compelled.']",
հարուածել,verb,"['to strike, to beat, to smite, to slap, to cane, to rap.']",
հարստահարութիւն,noun,"['oppression, vexation, outrage, exaction, extortion, violence.']",
հարստացնել,verb,"['to enrich, to make rich; to brace.']",
հարստութիւն,noun,"['royal dynasty, power, sway, rule, domination; riches, wealth, richness, fortune, wealthiness, opul",
հարցադրել,verb,"['to ask a question, to raise a question, to question.']",
հարցադրումն,noun,"['questioning, the asking of a question; placing under question; the way in which a question is aske",
հարցազրոյց,noun,['interview.'],
հարցախոյզ,noun,"['curious, researching; opinion poll, survey.']",
հարցուփորձել,verb,"['to interrogate, to examine.']",
հարցուփորձուիլ,verb,"['to be interrogated, to be examined.']",
հացկերոյթ,noun,"['banquet, feast, regale, entertainment.']",
հաւանաբար,adverb,"['probably, likely, plausibly.']",
հաւանութիւն,noun,"['approval, consent, agreement, concourse, assent, persuasion, approbation, acquiescence.']",
հաւանօրէն,adverb,"['probably, likely.']",
հաւասարազօր,adjective,['Equal in strength; equally powerful; of the same force.'],
հաւասարակշռել,verb,['To balance; to make balanced; To place a counter-weight against another weight so that the two bec,
հաւասարակշռութիւն,noun,"['balance, equibalance, equilibration, equilibrium, equiponderance, balancement.']",
հաւասարակշռուիլ,verb,['To be made balanced; to be brought into equilibrium.'],
հաւասարապէս,adverb,"['equally, alike.']",
հաւասարութիւն,noun,"['equality, levelness, evenness, parity, uniformity, equation, conformity, equalization.']",
հաւատալիք,noun,"['doctrine, the principles, belief.']",
հաւատարմութիւն,noun,"['faith, fidelity, loyalty, plain-dealing, faithfulness, allegiance, good faith.']",
հաւատարմօրէն,adverb,"['faithfully, loyally, reliably.']",
հաւատացեալ,noun,"['believer, faithful; loyal, trusted.']",
հաւատաւոր,adjective,"[""spiritual, having great conviction in one's faith or beliefs; nun, monk.""]",
հաւատաքննութիւն,noun,['inquisition.'],
հաւաքաբար,adverb,['collectively.'],
հաւաքածոյ,noun,"['collection, compendium.']",
հաւաքական,adjective,['collective.'],
հաւաքականութիւն,noun,"['collectiveness, collection; people, group, team.']",
հաւաքուիլ,verb,"['to be collected, to gather, to muster, to assemble, to come together, to crowd, to meet at an appo",
հեգնութիւն,noun,"['irony, bantering, quizzing, scoff, sarcasm, derision, taunt, jeer.']",
հեթանոսական,adjective,"['heathenish, pagan, gentile.']",
հեթանոսութիւն,noun,['Being a pagan or a foreigner (according to the ancient Jews); Paganism; idolatry.'],
հեծկլտանք,noun,"['hiccough, hiccup, sob, sobbing.']",
հեղեղային,adjective,"['relating to a flood or floods, torrential, diluvial, diluvian.']",
հեղեղօրէն,adverb,"['as a torrent, like a flood.']",
հեղինակաւոր,adjective,"['authoritative, decretorial.']",
հեղինակել,verb,"['to write, to compose.']",
հեղինակութիւն,noun,"['authority, legal power, rule, sway, piece of work, works, production, deed.']",
հեղձուցիչ,adjective,"['suffocating, choking, stifling, asphyxiant.']",
հեշտութիւն,noun,"['ease, facility, delight, pleasure, deliciousness, voluptuousness.']",
հեռատեսութիւն,noun,"['farsightedness, prospection, presbyopia, over-sight, long-sightedness, hypermetropia.']",
հեռացուիլ,verb,"['To be removed; To be driven out, expelled, banished, or ousted (from a house, school); To be uproo",
հեռացումն,noun,"['the act of leaving, departing, or moving away; departure, withdrawal; the act of being removed or ",
հեռաւորութիւն,noun,"['distance, remoteness, absence.']",
հետազօտել,verb,"['to research, to explore, to seek for, to seek after, to search, to investigate, to inquire into, t",
հետազօտութիւն,noun,"['investigation, inquiry, research, examination, exploration; curiosity.']",
հետազօտուիլ,verb,"['to be researched, explored.']",
հետազօտումն,noun,"['research, investigation, exploration, search, inquiry.']",
հետախուզել,verb,"['to track, to investigate, to research.']",
հետապնդել,verb,"['to pursue, to proceed along, to prosecute, to run after, to chase.']",
հետապնդուիլ,verb,"['to be pursued, chased, to be run after, to be prosecuted.']",
հետապնդումն,noun,"['pursuit, chase, proceedings, prosecution.']",
հետաքրքրուիլ,verb,"['to be curious, to have an interest, to wonder.']",
հետեւաբար,adverb,['consequently; therefore.'],
հետեւողական,adjective,"['something that follows as a natural consequence, in accordance with what preceded it; logical, con",
հետեւողականութիւն,noun,['consistency.'],
հետեւողականօրէն,adverb,['consistently.'],
հետեւցնել,verb,"['to make to follow, to extract a consequence, to conclude, to infer, to deduce.']",
հերոսամարտ,noun,"['gigantomachy, heroic battle, the battle of heroes.']",
հերոսութիւն,noun,"['heroism, undauntedness; heroic act.']",
հզօրացնել,verb,"['to fortify, to strengthen, to make strong.']",
հզօրացումն,noun,['strengthening.'],
հզօրութիւն,noun,"['the state of being strong or powerful, strength; power, force, might; intensity, forcefulness; for",
հիասթափութիւն,noun,"['disillusion, disenchantment.']",
հիմնադրութիւն,noun,"['foundation, institution, creation, establishment.']",
հիմնադրուիլ,verb,"['to be founded, to be established.']",
հիմնարկէք,noun,['foundation.'],
հիմնարկութիւն,noun,"['foundation, establishment, institution, concern.']",
հիմնաւորել,verb,"['to base, to lay.']",
հիմնաւորումն,noun,"['basis, reasoning, foundation.']",
հինաւուրց,adjective,"['old, aged, antique, ancient.']",
հիւանդանալ,verb,"['to fall ill, to fall sick, to be sick; to sicken.']",
հիւանդանոց,noun,"['hospital, infirmary; sick-ward.']",
հիւանդութիւն,noun,"['sickness, illness, malady, disease, disorder, infirmity, weakness; indisposition.']",
հիւլէական,adjective,['atomic.'],
հիւպատոսարան,noun,['consulate.'],
հիւսիսային,adjective,['northern.'],
հիւրասիրել,verb,"['to host, to entertain, to offer hospitality to guests.']",
հիւրասիրութիւն,noun,['hospitality.'],
հիւրընկալ,adjective,"['Hospitable — welcoming and kind to guests; Guest-master; In earlier times, the manager of the gues",
հիւրընկալել,verb,['To receive someone as a guest; to host.'],
հմայութիւն,noun,"['magical incantations and rituals used by sorcerers to cast spells or enchant; enchantments, spells",
հմտութիւն,noun,"['erudition, learning, proficiency, ability, instruction, education, knowledge, tuition.']",
հնագիտութիւն,noun,"['archaeology, paleology, antiquarianism.']",
հնադարեան,noun,"['Belonging to ancient times, antiquated; Old, longstanding, existing since ancient times.']",
հնազանդիլ,verb,"[""to obey; to submit to someone's command or will; to listen, follow orders, or yield to rules, laws",
հնազանդութիւն,noun,['obedience.'],
հնարագիտութիւն,noun,"['ingenuity; resourcefulness; cleverness; the state or quality of being ingenious, the characteristi",
հնարամտութիւն,noun,"['cleverness, industriousness, ingeniousness.']",
հնարաւորութիւն,noun,"['possibility, feasibility, means.']",
հոգաբարձութիւն,noun,"['intendance, management, tutelage, trusteeship, directorship, superintendance, board of trustees.']",
հոգածութիւն,noun,"['carefulness, solicitude, attendance on, regard.']",
հոգատարութիւն,noun,"['caretake, support, carefulness, solicitude, mandate, protectorate.']",
հոգեբանութիւն,noun,['psychology.'],
հոգեբանօրէն,adverb,['from the point of view of psychology; psychologically.'],
հոգեմտաւոր,adjective,['spiritual-intellectual.'],
հոգեպարար,adjective,"['nourished by the Holy Spirit, soul-stirring.']",
հոգեվիճակ,noun,"['mental state, emotional condition; a person’s psychological or emotional state, encompassing mood,",
հոգեւորական,noun,"['spiritual; related to a clergyman or the clergy, clerical; clergyman.']",
հոգեւորականութիւն,noun,"['spiritualism, spirituality; clergy.']",
հոգեփոխութիւն,noun,"['transmigration of souls, metempsychosis; change in spirit, psychological state.']",
հողագործութիւն,noun,"['agriculture, farming, cultivation of land.']",
հովահարութիւն,noun,['Fanning; the act of being fanned; Windstroke / being struck by the wind.'],
հովահարումն,noun,['Fanning; the act of being fanned; Windstroke / being struck by the wind.'],
հովանաւորել,verb,"['to shade, to patronize, to protect, to sponsor.']",
հովանաւորութիւն,noun,"['protection, patronage, sponsorship.']",
հովանաւորուիլ,verb,"['to be shaded, patronized, protected, sponsored.']",
հովուերգութիւն,noun,"['eclogue, bucolic, pastoral poesy, idyll.']",
հոտառութիւն,noun,"['smelling, sense of smell, olfaction, smell.']",
հպատակութիւն,noun,"['Submissiveness, obedience, submission; the quality or state of being a subject; The legal status o",
հպարտութիւն,noun,"['pride, arrogance, haughtiness, vain-glory, superciliousness, boasting, ostentation.']",
հպարտօրէն,adverb,"['proudly, haughtily, superciliously.']",
հռետորութիւն,noun,"['rhetoric, oratory.']",
հռչակաւոր,adjective,"['famous, celebrated, renowned, distinguished, famed, noted.']",
հռչակուիլ,verb,"['to become celebrated, to be made known, to be announced, to be declared; to be famous, divulged.']",
հռչակումն,noun,"['celebration, announcement, declaration.']",
հսկողութիւն,noun,"['superintendence, inspection, vigilance, watchfulness, supervision.']",
հրաբխային,adjective,"['volcanic, eruptive.']",
հրաժարումն,noun,"['the act of renouncing or giving up something; renunciation; resignation, stepping down from a posi",
հրահանգել,verb,"['to instruct, to teach, to exercise, to tutor, to train up, to practise, to discipline, to form, to",
հրամանագիր,noun,"['a written document containing an order or command; decree, order, edict; license, permit.']",
հրամանատարութիւն,noun,"['office of a commander, command, manner of commanding.']",
հրամցուիլ,verb,"['to be offered, presented, attended, to be waited on, to be served.']",
հրաշագործ,adjective,"['miracle-working, miraculous power, wondrous, performing miracles, capable of wondrous deeds; made ",
հրաշակերտել,verb,"['to make a masterpiece, to make wonderfully well.']",
հրապարակագիր,noun,"['publicist, writer.']",
հրապարակագրական,adjective,['pertaining or relating to journalistic (publicistic) writing.'],
հրապարակագրութիւն,noun,"['the profession of a publicist; publicistic writing, journalism, or public commentary; journalism t",
հրապարակային,adjective,"['public, solemn; notorious.']",
հրապարակաւ,adverb,"['publicly, in public, professedly.']",
հրապարակուիլ,verb,"['to be published, divulged, proclaimed, disclosed, made public, promulgated; to be reported.']",
հրապարակումն,noun,"['publication, promulgation, publicity, divulgation.']",
