title,inflected_base,part_of_speech,priority,reason,has_meaningful_etymology,has_weak_only_etymology,inferred_confidences,current_sources,query_terms,target_adapters
դատարկութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դատարկութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դատաւոր,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դատաւոր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դատողութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դատողութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դատուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դատուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դատումն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դատումն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դարաւոր,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դարաւոր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դարբնոց,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դարբնոց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դարբնուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դարբնուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դարձեալ,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դարձեալ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դարմանել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դարմանել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դարմանումն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դարմանումն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դաւ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դաւ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դաւադրութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դաւադրութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դաւաճան,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դաւաճան,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դաւաճանել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դաւաճանել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դաւաճանութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դաւաճանութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դաւանական,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դաւանական,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դաւանանք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դաւանանք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դաւանել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դաւանել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դաւանիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դաւանիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դաւել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դաւել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դափնեպսակ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դափնեպսակ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դեգերիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դեգերիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դեդեւիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դեդեւիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դեղագործ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դեղագործ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դեղագործութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դեղագործութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դեղարան,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դեղարան,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դեղնիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դեղնիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դեսպանութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դեսպանութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դերակատարութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դերակատարութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դերասանութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դերասանութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դէզ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դէզ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դէմք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դէմք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դէպք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դէպք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժբախտութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժբախտութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժգոհանք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժգոհանք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժգոհիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժգոհիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժգոհութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժգոհութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժկամութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժկամութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժնդակ,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժնդակ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժոխային,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժոխային,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժուար,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժուար,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժուարանալ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժուարանալ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժուարացնել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժուարացնել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժուարաւ,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժուարաւ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժուարիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժուարիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժուարիմաց,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժուարիմաց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դժուարութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դժուարութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիզել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիզել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիմագիծ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիմագիծ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիմագրաւել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիմագրաւել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիմադրութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիմադրութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիմացկունութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիմացկունութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիմաւորել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիմաւորել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիմումն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիմումն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիպուած,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիպուած,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիտարկումն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիտարկումն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիտաւորութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիտաւորութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիտողութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիտողութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիտուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիտուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիրքաւորումն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիրքաւորումն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիցաբանութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիցաբանութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիւան,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիւան,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիւանագիտական,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիւանագիտական,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիւանագիտութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիւանագիտութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիւթական,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիւթական,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիւրազգացութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիւրազգացութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիւրամատչելի,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիւրամատչելի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիւրանալ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիւրանալ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիւրաւ,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիւրաւ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիւրին,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիւրին,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիւրութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիւրութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիւցազնական,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիւցազնական,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիւցազնամարտ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիւցազնամարտ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դիւցազներգութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դիւցազներգութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դղեակ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դղեակ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դղրդիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դղրդիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դողդղալ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դողդղալ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դողդողալ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դողդողալ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դպրեվանք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դպրեվանք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դպրութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դպրութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դռոյթ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դռոյթ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրամագլուխ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրամագլուխ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրամական,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրամական,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրամատիրական,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրամատիրական,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրամատիրութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրամատիրութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրացնութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրացնութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրդապատճառ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրդապատճառ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրդուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրդուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրդումն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրդումն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրոշմել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրոշմել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրոշմուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրոշմուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրուագ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրուագ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրուածք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրուածք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրուատել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրուատել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրուատիք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրուատիք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրսեւորել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրսեւորել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրսեւորուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրսեւորուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրսեւորումն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրսեւորումն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրօշ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրօշ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
դրօշակ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,դրօշակ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եաթաղան,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եաթաղան,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եբրայական,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եբրայական,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եզրակացնել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եզրակացնել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եզրակացութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եզրակացութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եթերային,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եթերային,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ելեկտրականութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,ելեկտրականութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ելեկտրոնային,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,ելեկտրոնային,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ելեւէջ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,ելեւէջ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ելեւմտական,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,ելեւմտական,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ելոյթ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,ելոյթ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եկեղեցականութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եկեղեցականութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եկեղեցասէր,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եկեղեցասէր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եղբայրաբար,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եղբայրաբար,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եղբայրանալ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եղբայրանալ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եղբայրութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եղբայրութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եղելութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եղելութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եղեռնագործութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եղեռնագործութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եղեռնական,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եղեռնական,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եղերաբախտ,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եղերաբախտ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ենթադրութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,ենթադրութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ենթակայ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,ենթակայ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
ենթարկուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,ենթարկուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եռագոյն,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եռագոյն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եռամեծար,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եռամեծար,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եռօրեայ,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եռօրեայ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
եսասիրութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,եսասիրութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երազային,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երազային,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երաժշտագէտ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երաժշտագէտ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երաժշտանոց,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երաժշտանոց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երաժշտութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երաժշտութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երախայ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երախայ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երախտագիտական,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երախտագիտական,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երախտագիտութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երախտագիտութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երախտաշատ,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երախտաշատ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երախտարժան,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երախտարժան,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երանելի,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երանելի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երանութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երանութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երաշխաւորել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երաշխաւորել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երաշխաւորութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երաշխաւորութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
երբէք,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,երբէք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
